fileid	speechNrLast	nameIDifElnok	speechNrLast	nameIDifElnok	speechNrLast	nameIDifElnok	speechNrLast	nameIDifElnok	speechNrLast	nameIDifElnok	speechNrLast	nameIDifElnok	speechNrLast	nameIDifElnok	speechNrLast	nameIDifElnok	speechNrLast	nameIDifElnok	speechNrLast	nameIDifElnok
2018-05-18	11	KoverLaszlo	14	JakabIstvan																
2018-06-04	54	KoverLaszlo	249	HillerIstvan																
2018-06-05	37	JakabIstvan	51	LatorcaiJanos	79	LezsakSandor	114	SneiderTamas												
2018-06-11	57	KoverLaszlo	222	LatorcaiJanos																
2018-06-12	93	LezsakSandor	152	HillerIstvan																
2018-06-18	60	KoverLaszlo	236	JakabIstvan	270	SneiderTamas	305	HillerIstvan												
2018-06-20	90	LatorcaiJanos	97	LezsakSandor	120	LatorcaiJanos														
2018-06-25	67	KoverLaszlo	195	LatorcaiJanos	220	JakabIstvan														
2018-06-26	40	JakabIstvan	82	LatorcaiJanos	122	LezsakSandor	156	LatorcaiJanos	196	LezsakSandor	205	SneiderTamas								
2018-06-27	12	KoverLaszlo	26	HillerIstvan	48	JakabIstvan	88	SneiderTamas	137	HillerIstvan										
2018-06-28	28	HillerIstvan	62	JakabIstvan	90	HillerIstvan	135	JakabIstvan												
2018-06-29	24	LezsakSandor	72	HillerIstvan	113	SneiderTamas														
2018-07-02	58	KoverLaszlo	194	LezsakSandor	253	JakabIstvan														
2018-07-03	50	JakabIstvan	102	LatorcaiJanos	138	LezsakSandor	212	LatorcaiJanos	248	SneiderTamas	298	HillerIstvan	327	SneiderTamas						
2018-07-16	34	KoverLaszlo	123	JakabIstvan	236	LezsakSandor	269	SneiderTamas												
2018-07-17	60	LatorcaiJanos	122	LezsakSandor	160	LatorcaiJanos	201	LezsakSandor												
2018-07-20	23	JakabIstvan																		
2018-08-17	11	LatorcaiJanos																		
2018-09-17	40	KoverLaszlo	166	JakabIstvan	247	LatorcaiJanos														
2018-09-18	46	LatorcaiJanos	98	LezsakSandor	143	HillerIstvan														
2018-09-24	64	LezsakSandor	231	JakabIstvan																
2018-10-01	68	KoverLaszlo	230	LatorcaiJanos	275	JakabIstvan														
2018-10-02	30	LatorcaiJanos	50	JakabIstvan	88	HillerIstvan	154	LezsakSandor	169	SneiderTamas										
2018-10-03	30	JakabIstvan	85	HillerIstvan	165	SneiderTamas	190	HillerIstvan												
2018-10-08	60	LezsakSandor	187	LatorcaiJanos																
2018-10-15	68	KoverLaszlo	236	LezsakSandor	363	LatorcaiJanos														
2018-10-16	60	LezsakSandor	165	LatorcaiJanos	208	JakabIstvan	235	LezsakSandor												
2018-10-17	14	JakabIstvan	62	LezsakSandor	97	SneiderTamas														
2018-10-18	62	JakabIstvan	107	LatorcaiJanos																
2018-10-24	76	HillerIstvan	217	JakabIstvan																
2018-10-29	72	KoverLaszlo	263	LatorcaiJanos	350	LezsakSandor														
2018-10-30	38	LezsakSandor	70	LatorcaiJanos	92	LezsakSandor	134	SneiderTamas	196	LatorcaiJanos	261	SneiderTamas								
2018-10-31	28	JakabIstvan	114	LatorcaiJanos	181	HillerIstvan														
2018-11-05	75	HillerIstvan	238	JakabIstvan																
2018-11-12	52	LatorcaiJanos	227	JakabIstvan	313	SneiderTamas	384	JakabIstvan												
2018-11-13	34	LezsakSandor	62	JakabIstvan	100	LezsakSandor	128	HillerIstvan	166	SneiderTamas	196	HillerIstvan	227	SneiderTamas						
2018-11-14	24	HillerIstvan	88	LatorcaiJanos	130	SneiderTamas	191	LezsakSandor												
2018-11-15	70	LezsakSandor	134	LatorcaiJanos	157	LezsakSandor														
2018-11-19	73	LatorcaiJanos	235	JakabIstvan																
2018-11-26	64	KoverLaszlo	184	LatorcaiJanos	305	JakabIstvan	380	SneiderTamas												
2018-11-27	35	JakabIstvan	91	LatorcaiJanos	129	JakabIstvan	167	SneiderTamas	209	LezsakSandor	237	HillerIstvan	318	LezsakSandor						
2018-11-28	34	LatorcaiJanos	74	LezsakSandor	100	LatorcaiJanos	142	HillerIstvan	174	LezsakSandor	211	SneiderTamas								
2018-11-29	32	HillerIstvan	70	LatorcaiJanos	110	SneiderTamas	131	LatorcaiJanos												
2018-12-03	68	JakabIstvan	215	LezsakSandor																
2018-12-10	64	KoverLaszlo	142	LezsakSandor	187	JakabIstvan														
2018-12-11	50	HillerIstvan	124	LatorcaiJanos	144	LezsakSandor	245	LatorcaiJanos												
2018-12-12	1	KoverLaszlo	4	LatorcaiJanos	7	KoverLaszlo	34	LezsakSandor												
2018-12-13	20	JakabIstvan	53	SneiderTamas																
2019-01-03	9	LatorcaiJanos																		
2019-02-18	54	KoverLaszlo	91	LatorcaiJanos																
2019-02-19	42	JakabIstvan	118	LatorcaiJanos	170	SneiderTamas	244	LezsakSandor	279	SneiderTamas										
2019-02-20	32	HillerIstvan	92	JakabIstvan	119	HillerIstvan														
2019-02-25	68	HillerIstvan	204	LezsakSandor																
2019-03-04	78	LatorcaiJanos	211	JakabIstvan																
2019-03-05	64	LatorcaiJanos	74	JakabIstvan	140	LezsakSandor	161	SneiderTamas												
2019-03-11	68	JakabIstvan	219	LatorcaiJanos																
2019-03-18	42	LatorcaiJanos	106	LezsakSandor	224	LatorcaiJanos	303	LezsakSandor												
2019-03-19	32	LezsakSandor	74	HillerIstvan	128	LezsakSandor	188	SneiderTamas	242	LezsakSandor	285	SneiderTamas								
2019-03-20	32	LezsakSandor	70	HillerIstvan	89	SneiderTamas														
2019-03-25	72	JakabIstvan	243	HillerIstvan																
2019-04-01	44	KoverLaszlo	124	JakabIstvan	131	LezsakSandor	269	JakabIstvan	341	SneiderTamas	434	HillerIstvan								
2019-04-02	57	JakabIstvan	72	LezsakSandor																
2019-05-17	13	LatorcaiJanos																		
2019-05-27	52	KoverLaszlo	206	JakabIstvan	237	LezsakSandor														
2019-05-28	38	LatorcaiJanos	84	SneiderTamas	169	HillerIstvan														
2019-06-03	72	SneiderTamas	211	LezsakSandor																
2019-06-11	52	LatorcaiJanos	226	JakabIstvan	299	SneiderTamas														
2019-06-12	55	HillerIstvan	111	LezsakSandor	157	LatorcaiJanos	197	JakabIstvan	248	LatorcaiJanos										
2019-06-13	46	HillerIstvan	68	JakabIstvan	94	LezsakSandor	115	SneiderTamas												
2019-06-17	56	KoverLaszlo	180	LatorcaiJanos	236	JakabIstvan	273	LezsakSandor												
2019-06-18	60	LatorcaiJanos	94	LezsakSandor	113	SneiderTamas														
2019-06-19	10	LezsakSandor	24	JakabIstvan	42	SneiderTamas	70	LatorcaiJanos	106	SneiderTamas	117	LezsakSandor								
2019-06-20	22	JakabIstvan	40	LatorcaiJanos	66	JakabIstvan	106	SneiderTamas	138	LezsakSandor	165	SneiderTamas								
2019-06-21	24	JakabIstvan	80	LatorcaiJanos	115	SneiderTamas														
2019-06-24	64	JakabIstvan	210	LezsakSandor	251	SneiderTamas														
2019-06-25	33	KoverLaszlo	41	LatorcaiJanos	77	JakabIstvan	96	HillerIstvan												
2019-07-01	56	KoverLaszlo	207	LatorcaiJanos	258	HillerIstvan														
2019-07-02	41	LatorcaiJanos	68	JakabIstvan																
2019-07-08	37	KoverLaszlo	91	LezsakSandor	279	JakabIstvan	314	LezsakSandor												
2019-07-12	75	JakabIstvan																		
2019-09-18	13	LatorcaiJanos																		
2019-10-21	56	KoverLaszlo	122	JakabIstvan	245	LezsakSandor	364	LatorcaiJanos												
2019-10-22	48	JakabIstvan	110	LatorcaiJanos	153	LezsakSandor														
2019-10-24	16	LezsakSandor	52	SneiderTamas	84	JakabIstvan	95	SneiderTamas												
2019-10-28	62	JakabIstvan	201	LatorcaiJanos																
2019-11-04	104	JakabIstvan	140	LatorcaiJanos	296	JakabIstvan														
2019-11-05	64	LatorcaiJanos	104	HillerIstvan	132	LezsakSandor	166	SneiderTamas	215	LezsakSandor										
2019-11-06	18	SneiderTamas	59	LatorcaiJanos	100	HillerIstvan														
2019-11-11	70	HillerIstvan	219	LezsakSandor																
2019-11-18	36	LatorcaiJanos	115	JakabIstvan	211	LatorcaiJanos	291	LezsakSandor	362	JakabIstvan										
2019-11-19	50	JakabIstvan	90	LezsakSandor	116	LatorcaiJanos	150	SneiderTamas	198	HillerIstvan	237	SneiderTamas								
2019-11-20	27	LatorcaiJanos	53	JakabIstvan	97	HillerIstvan	145	SneiderTamas	209	HillerIstvan	264	LezsakSandor	298	HillerIstvan	427	LezsakSandor	463	HillerIstvan	522	LatorcaiJanos
2019-11-21	92	LatorcaiJanos	103	SneiderTamas																
2019-11-22	74	SneiderTamas	152	LatorcaiJanos	179	SneiderTamas														
2019-11-25	60	JakabIstvan	205	LatorcaiJanos																
2019-12-02	37	KoverLaszlo	172	LatorcaiJanos	312	JakabIstvan	413	HillerIstvan												
2019-12-03	55	JakabIstvan																		
2019-12-09	62	LezsakSandor	119	JakabIstvan																
2019-12-10	38	LezsakSandor	55	LatorcaiJanos	213	LezsakSandor	303	JakabIstvan	383	LezsakSandor	431	JakabIstvan	468	SneiderTamas						
2019-12-11	18	JakabIstvan	35	SneiderTamas																
2019-12-17	42	LatorcaiJanos	219	JakabIstvan																
2020-02-17	60	KoverLaszlo	146	LatorcaiJanos	243	JakabIstvan														
2020-02-20	51	LatorcaiJanos	111	JakabIstvan	120	LezsakSandor														
2020-02-24	57	KoverLaszlo	164	LatorcaiJanos	244	JakabIstvan	277	LezsakSandor												
2020-02-25	42	LatorcaiJanos	105	JakabIstvan	142	LatorcaiJanos	214	HillerIstvan	225	JakabIstvan										
2020-03-02	70	SneiderTamas	213	LezsakSandor																
2020-03-09	58	KoverLaszlo	178	LezsakSandor	321	JakabIstvan														
2020-03-10	52	LezsakSandor	103	HillerIstvan	177	LatorcaiJanos	200	JakabIstvan												
2020-03-16	44	JakabIstvan	221	LatorcaiJanos																
2020-03-23	60	KoverLaszlo	100	JakabIstvan	257	LezsakSandor														
2020-03-24	62	HillerIstvan	70	LatorcaiJanos	92	JakabIstvan	140	LatorcaiJanos	157	JakabIstvan										
2020-03-30	34	KoverLaszlo	92	LezsakSandor	232	LatorcaiJanos	277	JakabIstvan												
2020-04-06	32	KoverLaszlo	55	LezsakSandor	89	LatorcaiJanos	232	JakabIstvan												
2020-04-07	60	LatorcaiJanos	86	SneiderTamas	120	JakabIstvan	187	SneiderTamas												
2020-04-08	52	JakabIstvan	89	HillerIstvan	127	SneiderTamas	167	HillerIstvan	182	SneiderTamas										
2020-04-14	74	LatorcaiJanos	209	SneiderTamas																
2020-04-20	70	KoverLaszlo	218	JakabIstvan	248	LezsakSandor	263	HillerIstvan												
2020-04-21	60	JakabIstvan	76	LatorcaiJanos	104	LezsakSandor	164	JakabIstvan	208	SneiderTamas	214	HillerIstvan	218	SneiderTamas	226	HillerIstvan	252	SneiderTamas	275	HillerIstvan
2020-04-27	72	LatorcaiJanos	210	JakabIstvan	265	HillerIstvan														
2020-05-02	5	KoverLaszlo	14	LezsakSandor																
2020-05-04	51	KoverLaszlo	217	LezsakSandor	256	JakabIstvan	297	SneiderTamas												
2020-05-05	48	LatorcaiJanos	88	JakabIstvan	110	LatorcaiJanos	140	SneiderTamas	166	HillerIstvan	241	SneiderTamas								
2020-05-06	28	JakabIstvan	49	HillerIstvan	92	LatorcaiJanos														
2020-05-07	39	HillerIstvan	67	SneiderTamas	99	JakabIstvan	136	SneiderTamas												
2020-05-11	86	LatorcaiJanos	215	JakabIstvan																
2020-05-18	51	KoverLaszlo	183	JakabIstvan	258	LezsakSandor	309	HillerIstvan												
2020-05-19	62	LatorcaiJanos	77	JakabIstvan	101	LatorcaiJanos	137	HillerIstvan	171	LezsakSandor	199	HillerIstvan	252	LezsakSandor						
2020-05-20	44	JakabIstvan	76	SneiderTamas	118	HillerIstvan	139	SneiderTamas												
2020-05-25	80	JakabIstvan	199	LatorcaiJanos																
2020-06-02	64	KoverLaszlo	200	LezsakSandor	243	JakabIstvan														
2020-06-03	46	JakabIstvan	102	LatorcaiJanos	130	LezsakSandor	154	LatorcaiJanos	162	JakabIstvan	215	HillerIstvan	292	JakabIstvan						
2020-06-04	19	LatorcaiJanos	53	HillerIstvan	87	LatorcaiJanos	119	HillerIstvan	141	LezsakSandor	170	HillerIstvan								
2020-06-08	49	KoverLaszlo	159	LatorcaiJanos	231	JakabIstvan	250	HillerIstvan												
2020-06-09	70	LezsakSandor	168	JakabIstvan	226	HillerIstvan	271	JakabIstvan												
2020-06-10	18	JakabIstvan	32	LezsakSandor	96	LatorcaiJanos	125	LezsakSandor												
2020-06-11	26	HillerIstvan	58	LatorcaiJanos	86	JakabIstvan	114	HillerIstvan	144	JakabIstvan	165	HillerIstvan								
2020-06-12	32	LatorcaiJanos	62	LezsakSandor	100	LatorcaiJanos	129	LezsakSandor												
2020-06-15	53	KoverLaszlo	179	JakabIstvan	265	LezsakSandor	315	HillerIstvan	340	LezsakSandor										
2020-06-16	40	LatorcaiJanos	92	LezsakSandor	107	LatorcaiJanos														
2020-06-29	82	KoverLaszlo	208	JakabIstvan	242	LezsakSandor	267	HillerIstvan												
2020-07-01	50	JakabIstvan	102	LatorcaiJanos	156	HillerIstvan	185	LatorcaiJanos												
2020-07-02	78	LatorcaiJanos	138	JakabIstvan	192	LezsakSandor	218	JakabIstvan	237	LezsakSandor										
2020-07-03	15	LatorcaiJanos																		
2020-07-13	37	KoverLaszlo	196	LatorcaiJanos																
2020-07-14	64	LatorcaiJanos	149	JakabIstvan																
2020-08-03	11	LatorcaiJanos																		
2020-09-21	28	KoverLaszlo	217	LatorcaiJanos	241	BrennerKoloman	270	HillerIstvan												
2020-09-22	56	JakabIstvan	144	LezsakSandor	195	BrennerKoloman														
2020-09-28	96	LezsakSandor	205	LatorcaiJanos																
2020-10-05	76	KoverLaszlo	204	LatorcaiJanos	229	LezsakSandor														
2020-10-06	36	JakabIstvan	71	LezsakSandor	109	HillerIstvan	149	BrennerKoloman	179	HillerIstvan	198	BrennerKoloman								
2020-10-12	88	JakabIstvan	213	LatorcaiJanos																
2020-10-19	39	KoverLaszlo	147	JakabIstvan	207	LezsakSandor	271	JakabIstvan	286	HillerIstvan										
2020-10-20	40	LatorcaiJanos	64	JakabIstvan	92	LezsakSandor	118	BrennerKoloman	144	HillerIstvan	171	BrennerKoloman								
2020-10-21	8	LatorcaiJanos	20	LezsakSandor	36	BrennerKoloman	81	LatorcaiJanos												
2020-10-26	43	LezsakSandor	228	JakabIstvan																
2020-11-02	52	KoverLaszlo	199	LatorcaiJanos	234	JakabIstvan														
2020-11-03	44	JakabIstvan	89	LatorcaiJanos	129	LezsakSandor	156	JakabIstvan	188	HillerIstvan	229	JakabIstvan								
2020-11-04	36	LatorcaiJanos	84	LezsakSandor	103	LatorcaiJanos														
2020-11-05	32	LezsakSandor	74	HillerIstvan	135	JakabIstvan														
2020-11-09	79	LatorcaiJanos	194	LezsakSandor																
2020-11-10	98	LatorcaiJanos																		
2020-11-16	56	KoverLaszlo	182	JakabIstvan	264	LezsakSandor	306	JakabIstvan	331	LezsakSandor										
2020-11-17	30	LatorcaiJanos	64	LezsakSandor	104	BrennerKoloman	144	LezsakSandor	176	HillerIstvan	216	BrennerKoloman	277	HillerIstvan						
2020-11-18	68	LezsakSandor	152	LatorcaiJanos	170	JakabIstvan	208	LatorcaiJanos	234	HillerIstvan	268	LatorcaiJanos	294	HillerIstvan	309	LatorcaiJanos				
2020-11-19	53	JakabIstvan	95	LatorcaiJanos	133	JakabIstvan	174	BrennerKoloman	227	JakabIstvan										
2020-11-20	46	BrennerKoloman	84	LatorcaiJanos	116	BrennerKoloman	170	HillerIstvan	187	BrennerKoloman										
2020-11-23	46	JakabIstvan	225	LatorcaiJanos																
2020-11-30	48	KoverLaszlo	109	LatorcaiJanos	243	LezsakSandor	321	HillerIstvan	380	BrennerKoloman										
2020-12-01	34	JakabIstvan	90	LatorcaiJanos	126	LezsakSandor	146	JakabIstvan	196	HillerIstvan	227	JakabIstvan								
2020-12-07	106	LezsakSandor	224	JakabIstvan																
2020-12-14	36	KoverLaszlo	155	JakabIstvan	247	LezsakSandor	315	HillerIstvan	354	LezsakSandor										
2020-12-15	40	LatorcaiJanos	96	JakabIstvan	168	LatorcaiJanos	210	JakabIstvan	233	BrennerKoloman										
2020-12-16	31	LezsakSandor	47	LatorcaiJanos	106	HillerIstvan														
2021-02-01	22	LatorcaiJanos																		
2021-02-15	55	KoverLaszlo	153	JakabIstvan	281	LatorcaiJanos														
2021-02-16	52	LezsakSandor	84	JakabIstvan	104	BrennerKoloman	152	HillerIstvan	170	BrennerKoloman	265	HillerIstvan								
2021-02-22	52	KoverLaszlo	124	LezsakSandor	252	LatorcaiJanos	283	LezsakSandor												
2021-03-01	66	JakabIstvan	243	LatorcaiJanos																
2021-03-16	56	KoverLaszlo	183	LatorcaiJanos	236	JakabIstvan														
2021-03-17-1	58	LezsakSandor	90	JakabIstvan	129	BrennerKoloman														
2021-03-22	62	LezsakSandor	202	JakabIstvan	248	LatorcaiJanos	272	HillerIstvan	328	BrennerKoloman	343	HillerIstvan								
2021-03-17-2	11	JakabIstvan																		
2021-04-07	66	KoverLaszlo	164	JakabIstvan	230	LezsakSandor	253	JakabIstvan												
2021-04-08	51	JakabIstvan	87	LatorcaiJanos	111	HillerIstvan	151	LatorcaiJanos	193	BrennerKoloman	225	HillerIstvan	274	BrennerKoloman						
2021-04-09	20	LatorcaiJanos	37	LezsakSandor	58	LatorcaiJanos	79	BrennerKoloman												
2021-04-12	66	JakabIstvan	192	LatorcaiJanos	227	JakabIstvan														
2021-04-26	58	KoverLaszlo	206	LatorcaiJanos	254	LezsakSandor	328	HillerIstvan	355	LezsakSandor										
2021-04-27	39	LatorcaiJanos	89	LezsakSandor	107	LatorcaiJanos	129	JakabIstvan	189	LatorcaiJanos	202	JakabIstvan								
2021-04-28	95	JakabIstvan	141	BrennerKoloman	174	JakabIstvan	195	BrennerKoloman												
2021-04-29	50	JakabIstvan	82	LezsakSandor	120	HillerIstvan	164	LezsakSandor	197	HillerIstvan										
2021-04-30	36	BrennerKoloman	60	HillerIstvan	72	BrennerKoloman	80	HillerIstvan	118	BrennerKoloman	127	HillerIstvan								
2021-05-03	68	BrennerKoloman	227	HillerIstvan																
2021-05-17	68	KoverLaszlo	192	JakabIstvan	235	LatorcaiJanos	293	JakabIstvan	336	HillerIstvan										
2021-05-18	39	LatorcaiJanos	61	JakabIstvan	95	BrennerKoloman	124	LezsakSandor												
2021-05-19	22	JakabIstvan	36	LezsakSandor	58	JakabIstvan	80	LatorcaiJanos	100	LezsakSandor	145	LatorcaiJanos								
2021-05-20	28	LezsakSandor	56	LatorcaiJanos	78	BrennerKoloman	92	HillerIstvan	103	BrennerKoloman										
2021-05-21	20	HillerIstvan	50	JakabIstvan	76	BrennerKoloman	100	HillerIstvan	142	BrennerKoloman										
2021-05-25	64	KoverLaszlo	236	LezsakSandor	265	JakabIstvan														
2021-05-26	50	JakabIstvan	74	LatorcaiJanos	130	BrennerKoloman	180	HillerIstvan	204	BrennerKoloman	231	HillerIstvan								
2021-05-27	42	LezsakSandor	80	LatorcaiJanos	124	HillerIstvan	189	JakabIstvan												
2021-05-31	46	KoverLaszlo	87	LezsakSandor	187	LatorcaiJanos	228	LezsakSandor												
2021-06-01	48	LatorcaiJanos	100	HillerIstvan	138	JakabIstvan	165	HillerIstvan												
2021-06-07	56	KoverLaszlo	180	LatorcaiJanos	228	JakabIstvan	266	LezsakSandor	283	BrennerKoloman										
2021-06-08	35	JakabIstvan	59	LatorcaiJanos	84	LezsakSandor														
2021-06-14	46	KoverLaszlo	178	LezsakSandor	248	JakabIstvan	298	LezsakSandor	317	JakabIstvan										
2021-06-15	57	JakabIstvan	79	LatorcaiJanos																
2021-09-20	67	KoverLaszlo	92	LatorcaiJanos	219	LezsakSandor	272	LatorcaiJanos												
2021-09-21	64	JakabIstvan	98	LatorcaiJanos	119	HillerIstvan														
2021-09-27	62	KoverLaszlo	108	JakabIstvan	208	LatorcaiJanos														
2021-09-28	42	LezsakSandor	102	LatorcaiJanos	111	LezsakSandor														
2021-10-04	72	HillerIstvan	223	LatorcaiJanos																
2021-10-18	51	LezsakSandor	205	JakabIstvan	244	HillerIstvan														
2021-10-19	44	LezsakSandor	59	HillerIstvan	100	LezsakSandor	163	JakabIstvan	196	BrennerKoloman										
2021-10-20	58	HillerIstvan	111	BrennerKoloman																
2021-10-25	58	LezsakSandor	217	JakabIstvan																
2021-11-08	61	KoverLaszlo	211	JakabIstvan	273	HillerIstvan	290	BrennerKoloman												
2021-11-09	42	LezsakSandor	53	HillerIstvan	66	JakabIstvan	112	LatorcaiJanos	142	LezsakSandor	173	BrennerKoloman								
2021-11-10	34	LezsakSandor	64	LatorcaiJanos	98	LezsakSandor	128	BrennerKoloman	153	LezsakSandor										
2021-11-11	50	LatorcaiJanos	97	BrennerKoloman																
2021-11-15	56	LatorcaiJanos	235	HillerIstvan																
2021-11-29	56	KoverLaszlo	205	LezsakSandor	240	HillerIstvan														
2021-11-30	49	JakabIstvan	80	LatorcaiJanos	103	LezsakSandor	124	BrennerKoloman												
2021-12-01	29	BrennerKoloman	51	JakabIstvan	78	HillerIstvan	87	LatorcaiJanos												
2021-12-02	22	HillerIstvan	42	LatorcaiJanos	67	JakabIstvan														
2021-12-06	88	LezsakSandor	209	LatorcaiJanos																
2021-12-13	63	KoverLaszlo	191	JakabIstvan	255	LezsakSandor	324	HillerIstvan												
2021-12-14	69	JakabIstvan	84	LatorcaiJanos	97	LezsakSandor														
2022-02-21	52	KoverLaszlo	219	JakabIstvan	248	HillerIstvan														
2022-02-22	44	LezsakSandor	79	BrennerKoloman																
2022-03-10-1	33	LezsakSandor	40	KoverLaszlo	43	LatorcaiJanos	64	JakabIstvan	86	LezsakSandor	175	JakabIstvan	266	LezsakSandor	301	JakabIstvan				
2022-03-10-2	11	JakabIstvan																		
2022-05-02	28	TuriKovacsBela	30	KoverLaszlo																
2022-05-09	54	KoverLaszlo	69	LezsakSandor																
2022-05-10	38	LatorcaiJanos	46	DuroDora	72	LatorcaiJanos	74	LezsakSandor	88	OlahLajos	119	LezsakSandor								
2022-05-16	48	KoverLaszlo	93	DuroDora																
2022-05-17	54	JakabIstvan	85	LatorcaiJanos	106	LezsakSandor														
2022-05-23	52	KoverLaszlo	106	JakabIstvan	127	LatorcaiJanos														
2022-05-24	33	JakabIstvan	34	LatorcaiJanos	42	KoverLaszlo	46	OlahLajos												
2022-06-07	47	KoverLaszlo	137	LatorcaiJanos	255	LezsakSandor	270	LatorcaiJanos												
2022-06-08	40	JakabIstvan	82	LezsakSandor	117	JakabIstvan	126	DuroDora												
2022-06-13	95	JakabIstvan	231	LatorcaiJanos	252	LezsakSandor														
2022-06-14	39	LatorcaiJanos	67	JakabIstvan	101	DuroDora	118	LezsakSandor												
