NAME	ROLE	HU	EN	ORG	DATE	DATE
PinterTamas	member	Népjóléti bizottság tagja	member of the Committee on Social Welfare	org.NB 	2016-06-11	2018-05-07
PinterTamas	member	Népjóléti bizottság tagja	member of the Committee on Social Welfare	org.NB 	2018-05-18	2018-10-15
PinterTamas	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2016-09-12	2018-05-07
PinterTamas	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2018-10-15	2019-10-28
PleschingerGyula	member	Magyar Nemzeti Bank monetáris tanácsának tagja	member of the Monetary Council of the Hungarian National Bank	org.MNB-MT 	2013-03-05	
PocsJanos	member	Mezőgazdasági bizottság tagja	member of the Committee on Agriculture	org.MezoB 	2014-06-06	2018-05-07
PocsJanos	member	Mezőgazdasági bizottság tagja	member of the Committee on Agriculture	org.MezoB 	2018-05-18	2022-05-01
PocsJanos	member	Mezőgazdasági bizottság tagja	member of the Committee on Agriculture	org.MezoB 	2022-05-02	
PocsJanos	secretary	jegyző	notary	OGY.7	2014-06-06	2014-06-02
PogacsasTibor	deputyHead	Törvényalkotási bizottság alelnöke	deputy head of the Committee on Legislation	org.TB	2022-06-08	
PogacsasTibor	member			org.TB	2022-06-08	
PogacsasTibor	member	Költségvetési bizottság tagja	member of the Committee on Budget	org.KB	2014-06-06	2014-06-18
PogacsasTibor	secretaryOfState	belügyminisztériumi parlamenti államtitkár	parliamentary secretary of state for Ministry of Interior	ministry.Bel	2014-06-15	2018-05-17
PogacsasTibor	secretaryOfState	belügyminisztériumi parlamenti államtitkár	parliamentary secretary of state for Ministry of Interior	ministry.Bel	2018-05-18	2022-05-23
PoltPeter	head	legfőbb ügyész	prosecutor general	org.LU	2010-12-14	
PoltPeter	member			org.LU	2003	
PosanLaszlo	member			org.KultB	2014-06-06	2018-05-07
PosanLaszlo	member			org.KultB	2018-05-18	2022-05-01
PosanLaszlo	member			org.KultB	2022-05-02	
PosanLaszlo	deputyHead	Kulturális bizottság alelnöke	deputy head of the Committee on Culture	org.KultB	2014-06-06	2018-05-07
PosanLaszlo	head	kulturális bizottság elnöke	head of the Committee on Culture	org.KultB	2018-05-18	2022-05-01
PosanLaszlo	head	kulturális bizottság elnöke	head of the Committee on Culture	org.KultB	2022-05-02	
PotapiArpadJanos	head	Nemzeti összetartozás bizottságának elnöke	head of the Committee on Cohesion	org.NOB 	2014-06-06	2014-06-18
PotapiArpadJanos	member			org.NOB 	2014-06-06	2014-06-18
PotapiArpadJanos	secretaryOfState	nemzetpolitikáért felelős államtitkár	secretary of state for national politics	ministry.Min	2014-06-06	2018-05-17
PotapiArpadJanos	secretaryOfState	nemzetpolitikáért felelős államtitkár	secretary of state for national politics	ministry.Min	2018-05-18	2022-05-23
PotapiArpadJanos	secretaryOfState	nemzetpolitikáért felelős államtitkár	secretary of state for national politics	ministry.Min	2022-05-24	
PotocskaneKorosiAnita	member	Gazdasági bizottság tagja	member of the Committee on Economics	org.GB 	2018-10-15	2022-05-01
PotocskaneKorosiAnita	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2018-06-04	2018-10-15
PotocskaneKorosiAnita	secretaryOfState	Költségvetési bizottság tagja	member of the Committee on Budget	org.KB	2019-05-27	2022-05-01
RaczAndras	secretaryOfState	Agrárminisztérium államtitkára		ministry.Agrar	2018-05-22	2022-05-23
RaczAndras	secretaryOfState	Agrárminisztérium államtitkára		ministry.Agrar	2022-05-24	
RaczAndras	secretaryOfState	környezetügyért felelős helyettes államtitkár	deputy secretary of state for environment policy	ministry.Fold	2014-06-06	2018-05-17
RaczAndras	secretaryOfState	környezetügyért felelős államtitkár	secretary of state for environment policy	ministry.Agrar	2018-05-18	2022-05-23
RaczAndras	secretaryOfState	környezetügyért felelős államtitkár	secretary of state for environment policy	ministry.Agrar	2022-05-24	
RakossyBalazs	secretaryOfState			ministry.NGM	2014-06-15	2018-05-17
RakossyBalazs	secretaryOfState	európai uniós források felhasználásért felelős államtitkár (Nemzetgazdasági minisztérium)	secretary of state for the use of EU funds (Ministry for National Economy)	ministry.NGM	2014-06-06	2018-05-17
RakossyBalazs	secretaryOfState	európai uniós források felhasználásért felelős államtitkár (Pénzügyminisztérium)	secretary of state for the use of EU funds (Ministry of Finance)	ministry.Penz	2018-05-18	2022-05-23
RepassyRobert	member			org.TB	2015-11-02	2018-05-07
RepassyRobert	deputyHead	Törvényalkotási bizottság alelnöke	deputy head of the Committee on Legislation	org.TB	2015-11-02	2018-05-07
RepassyRobert	member	Igazságügyi bizottság tagja	member of the Committee on Justice	org.IB	2015-10-19	2018-05-07
RepassyRobert	secretaryOfState	Igazságügyi Minisztérium államtitkára		ministry.Igazsag	2014-06-15	2015-10-08
RepassyRobert	secretaryOfState	Igazságügyi Minisztérium államtitkára		ministry.Igazsag	2021-12-11	
RetvariBence	secretaryOfState			ministry.Bel	2022-05-24	
RetvariBence	secretaryOfState	Belügyminisztérium parlamenti államtitkára	parliamentary secretary of state for Ministry of Interior	ministry.Bel	2022-05-24	
RetvariBence	secretaryOfState			ministry.Emmi	2014-06-15	2018-05-17
RetvariBence	secretaryOfState			ministry.Emmi	2018-05-22	2022-05-23
RetvariBence	secretaryOfState	Emberi Erőforrások Minisztériumának parlamenti államtitkára	secretary of state for the Ministry of Human Resources	ministry.Emmi	2014-06-06	2022-05-23
ReveszMariusz	member	Népjóléti bizottság tagja	member of the Committee on Social Welfare	org.NB 	2015-02-16	2018-05-07
ReveszMariusz	member	Népjóléti bizottság tagja	member of the Committee on Social Welfare	org.NB 	2018-05-18	2022-05-01
ReveszMariusz	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2014-09-15	2016-09-12
ReveszMariusz	secretaryOfState	aktív Magyarországért felelős államtitkár	secretary of state for active Hungary	ministry.Min	2022-05-24	
RigLajos	deputyHead	Népjóléti bizottság alelnöke	deputy head of the Committee on Social Welfare	org.NB 	2018-12-10	2022-05-01
RigLajos	member	Népjóléti bizottság tagja	member of the Committee on Social Welfare	org.NB 	2015-05-11	2018-05-07
RigLajos	member	Népjóléti bizottság tagja	member of the Committee on Social Welfare	org.NB 	2018-05-11	2022-05-01
RitterImre	head	Magyarországi nemzetiségek bizottságának elnöke	head of the Committee on Nationalities in Hungary	org.MNemzB 	2018-05-09	2022-05-01
RitterImre	member	német nemzetiségi szószóló	advocate for the German minority	org.MNemzB 	2018-05-09	2022-05-01
RitterImre	head	Magyarországi nemzetiségek bizottságának elnöke	head of the Committee on Nationalities in Hungary	org.MNemzB 	2022-05-02	
RitterImre	member	német nemzetiségi szószóló	advocate for the German minority	org.MNemzB 	2022-05-02	
RitterImre	member	Költségvetési bizottság tagja	member of the Committee on Budget	org.KB	2018-05-18	2022-05-01
RitterImre	member	Költségvetési bizottság tagja	member of the Committee on Budget	org.KB	2022-05-02	
RitterImre	member	német nemzetiségi szószóló	advocate for the German minority	org.MNemzB 	2014-05-26	2018-05-07
RizGabor	member	Európai ügyek bizottságának tagja	member of the Committee on European Affairs	org.EUB 	2018-10-15	2022-05-01
RizGabor	member	Európai ügyek bizottságának tagja	member of the Committee on European Affairs	org.EUB 	2022-05-02	
RizGabor	member	Gazdasági bizottság tagja	member of the Committee on Economics	org.GB 	2014-06-06	2018-05-07
RizGabor	member	Gazdasági bizottság tagja	member of the Committee on Economics	org.GB 	2018-05-18	2022-05-01
RizGabor	member	Gazdasági bizottság tagja	member of the Committee on Economics	org.GB 	2022-05-02	
RizGabor	member	Külügyi bizottság tagja	member of the Committee on Foreign Affairs	org.KulB  	2022-05-02	2022-07-04
RoganAntal	member			org.GB 	2014-06-06	2015-10-19
RoganAntal	head	Gazdasági bizottság elnöke	head of the Committee on Economics	org.GB 	2014-06-06	2015-10-19
RoganAntal	minister	Miniszterelnöki Kabinetirodát vezető miniszter	minister in charge of the Prime Ministerial Cabinet Office	GOV.10	2015-10-17	2018-05-17
RoganAntal	member			GOV.10	2015-10-17	2018-05-17
RoganAntal	head	Miniszterelnöki Kabinetirodát vezető miniszter	minister in charge of the Prime Ministerial Cabinet Office	ministry.Kabi	2015-10-17	2018-05-17
RoganAntal	member			ministry.Kabi	2015-10-17	2018-05-17
RoganAntal	minister	Miniszterelnöki Kabinetirodát vezető miniszter	minister in charge of the Prime Ministerial Cabinet Office	GOV.11	2018-05-18	2022-05-23
RoganAntal	member			GOV.11	2018-05-18	2022-05-23
RoganAntal	head	Miniszterelnöki Kabinetirodát vezető miniszter	minister in charge of the Prime Ministerial Cabinet Office	ministry.Kabi	2018-05-18	2022-05-23
RoganAntal	member			ministry.Kabi	2018-05-18	2022-05-23
RoganAntal	minister	Miniszterelnöki Kabinetirodát vezető miniszter	minister in charge of the Prime Ministerial Cabinet Office	GOV.12	2022-05-24	
RoganAntal	member			GOV.12	2022-05-24	
RoganAntal	head	Miniszterelnöki Kabinetirodát vezető miniszter	minister in charge of the Prime Ministerial Cabinet Office	ministry.Kabi	2022-05-24	
RoganAntal	member			ministry.Kabi	2022-05-24	
RonayneSlabaEwaMaria	member	lengyel nemzetiségi szószóló	advocate for the Polish minority	org.MNemzB 	2018-05-18	2022-05-01
RonayneSlabaEwaMaria	member	lengyel nemzetiségi szószóló	advocate for the Polish minority	org.MNemzB 	2022-05-02	
RubovszkyGyorgy	head	Igazságügyi bizottság elnöke	head of the Committee on Justice	org.IB	2014-06-06	2017-06-21
RubovszkyGyorgy	member			org.IB	2014-06-06	2017-06-21
RubovszkyGyorgy	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2014-06-06	2017-06-21
SalaczLaszlo	member			org.TB	2018-05-18	2022-05-01
SalaczLaszlo	member			org.TB	2022-05-02	
SalaczLaszlo	deputyHead	Törvényalkotási bizottság alelnöke	deputy head of the Committee on Legislation	org.TB	2017-10-02	2018-05-07
SalaczLaszlo	deputyHead	Törvényalkotási bizottság alelnöke	deputy head of the Committee on Legislation	org.TB	2018-05-18	2022-05-01
SalaczLaszlo	deputyHead	Törvényalkotási bizottság alelnöke	deputy head of the Committee on Legislation	org.TB	2022-05-02	
SalaczLaszlo	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2014-06-06	2018-05-07
SallaiRBenedek	head	Fenntartható fejlődés bizottságának elnöke	head of the Committee on Sustainable Development	org.FFB	2014-06-06	2018-05-07
SallaiRBenedek	member			org.FFB	2014-06-06	2018-05-07
SasZoltan	head	Nemzetbiztonsági Bizottság elnöke	head of the Committee on National Security	org.NVedB 	2022-05-02	
SasZoltan	member			org.NVedB 	2022-05-02	
SchandaTamasJanos	secretaryOfState	európai uniós fejlesztéspolitikáért felelős államtitkár (Emmi)	secretary of state for development funded by EU funds	ministry.Emmi	2014-06-06	2018-05-17
SchandaTamasJanos	secretaryOfState	európai uniós fejlesztésekért felelős államtitkár (ITM)	secretary of state for development funded by EU funds	ministry.ITM	2018-05-22	2019-09-01
SchandaTamasJanos	secretaryOfState	parlamenti és stratégiai államtitkár	parliamentary and strategy secretary of state	ministry.ITM	2019-09-01	2022-04-30
SchifferAndras	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2014-06-06	2016-09-05
SchmuckErzsebet	deputyHead	Költségvetési bizottság alelnöke	deputy head of the Committee on Budget	org.KB	2014-06-06	2017-10-02
SchmuckErzsebet	member			org.KB	2014-06-06	2017-10-02
SchmuckErzsebet	head	Fenntartható fejlődés bizottságának elnöke	head of the Committee on Sustainable Development	org.FFB 	2018-05-18	2022-05-01
SchmuckErzsebet	member			org.FFB 	2018-05-18	2022-05-01
SchmuckErzsebet	member	Gazdasági bizottság tagja	member of the Committee on Economics	org.GB 	2017-10-02	2018-05-07
SchmuckErzsebet	secretary	jegyző	notary	OGY.7	2014-06-06	2015-10-19
SebianPetrovszkiLaszlo	deputyHead	Igazságügyi bizottság alelnöke	deputy head of the Committee on Justice	org.IB	2022-05-02	
SebianPetrovszkiLaszlo	member			org.IB	2022-05-02	
SebianPetrovszkiLaszlo	member	Igazságügyi bizottság tagja	member of the Committee on Justice	org.IB	2019-12-03	2022-05-01
SebokEva	member	Népjóléti Bizottság tag	member of the Committee on Social Welfare	org.NB  	2022-05-02	
SelmecziGabriella	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2014-06-06	2022-05-01
SemjenZsolt	deputyHead	miniszterelnök-helyettes	Deputy Prime Minister	GOV.10	2014-06-06	2018-05-17
SemjenZsolt	deputyHead	miniszterelnök-helyettes	Deputy Prime Minister	GOV.11	2018-05-18	2022-05-23
SemjenZsolt	deputyHead	miniszterelnök-helyettes	Deputy Prime Minister	GOV.12	2022-05-24	
SemjenZsolt	minister	nemzetpolitikáért fe­lelős tárca nélküli miniszter	Minister without portfolio responsible for national politics	GOV.10	2014-06-06	2018-05-17
SemjenZsolt	member			GOV.10	2014-06-06	2018-05-17
SemjenZsolt	minister	nemzetpolitikáért, egyházügyekért, nemzetiségekért fe­lelős tárca nélküli miniszter	Minister without portfolio responsible for national politics, churches, nationality politics	GOV.11	2018-05-18	2022-05-23
SemjenZsolt	member			GOV.11	2018-05-18	2022-05-23
SemjenZsolt	minister	nemzetpolitikáért, egyházügyekért, egyházdiplomáciáért és nemzetiségekért fe­lelős tárca nélküli miniszter	Minister without portfolio responsible for national politics, churches, nationality politics	GOV.12	2022-05-24	
SemjenZsolt	member			GOV.12	2022-05-24	
SenyeiGyorgyBarna	head	Országos Bírósági Hivatal elnöke	head of the National Judicial Office	org.OBH 	2019-12-10	
SenyeiGyorgyBarna	member			org.OBH 	2019-12-10	
SesztakMiklos	member			org.GB 	2014-06-06	2014-06-10
SesztakMiklos	member			org.GB 	2018-06-04	2022-05-01
SesztakMiklos	member			org.GB 	2022-05-02	
SesztakMiklos	deputyHead	Gazdasági bizottság alelnöke	deputy head of the Committee on Economics	org.GB 	2014-06-06	2014-06-10
SesztakMiklos	deputyHead	Gazdasági bizottság alelnöke	deputy head of the Committee on Economics	org.GB 	2018-06-04	2022-05-01
SesztakMiklos	deputyHead	Gazdasági bizottság alelnöke	deputy head of the Committee on Economics	org.GB 	2022-05-02	
SesztakMiklos	minister	nemzeti fejlesztési miniszter	Minister of National Development	GOV.10	2014-06-06	2018-05-17
SesztakMiklos	member			GOV.10	2014-06-06	2018-05-17
SesztakMiklos	head	nemzeti fejlesztési miniszter	Minister of National Development	ministry.NFM	2014-06-06	2018-05-17
SesztakMiklos	member			ministry.NFM	2014-06-06	2018-05-17
SianosTamas	member	görög nemzetiségi szószóló	advocate for the Greek minority	org.MNemzB 	2018-05-08	2022-05-01
SimicskoIstvan	minister	honvédelmi miniszter	Minister of Defence	GOV.10	2015-09-10	2018-05-17
SimicskoIstvan	member			GOV.10	2015-09-10	2018-05-17
SimicskoIstvan	member			ministry.Hon	2015-09-10	2018-05-17
SimicskoIstvan	head	honvédelmi miniszter	Minister of Defence	ministry.Hon	2015-09-10	2018-05-17
SimicskoIstvan	secretary	jegyző	notary	OGY.8	2018-06-04	2020-06-29
SimicskoIstvan	secretaryOfState	sportért és ifjúságért felelős államtitkár	Secretary of State for Sport and Youth	ministry.Emmi	2014-06-06	2015-09-09
SimonMiklos	member			org.HRB 	2014-06-06	2018-05-07
SimonMiklos	member			org.HRB 	2018-05-18	2022-05-01
SimonMiklos	member			org.HRB 	2022-05-02	
SimonMiklos	deputyHead	Honvédelmi és rendészeti bizottság alelnöke	deputy head of the Committee on Defence and Law Enforcement	org.HRB 	2014-06-06	2018-05-07
SimonMiklos	deputyHead	Honvédelmi és rendészeti bizottság alelnöke	deputy head of the Committee on Defence and Law Enforcement	org.HRB 	2018-05-18	2022-05-01
SimonMiklos	deputyHead	Honvédelmi és rendészeti bizottság alelnöke	deputy head of the Committee on Defence and Law Enforcement	org.HRB 	2022-05-02	
SimonRobertBalazs	deputyHead	Kulturális bizottság alelnöke	deputy head of the Committee on Culture	org.KultB	2018-06-04	2022-05-01
SimonRobertBalazs	member			org.KultB	2018-06-04	2022-05-01
SimonRobertBalazs	deputyHead	Kulturális bizottság alelnöke	deputy head of the Committee on Culture	org.KultB	2022-05-02	
SimonRobertBalazs	member			org.KultB	2022-05-02	
SimonRobertBalazs	member	Kulturális bizottság tagja	member of the Committee on Culture	org.KultB	2014-06-06	2017-10-09
SimonRobertBalazs	secretaryOfState	Miniszterelnökség parlamenti államtitkára	parliamentary secretary of state for Prime Ministry	ministry.Min	2017-10-11	2018-05-17
SneiderTamas	deputyHead	Országgyűlés alelnöke	deputy head of the National Assembly	OGY.7	2014-06-06	2018-05-07
SneiderTamas	deputyHead	Országgyűlés alelnöke	deputy head of the National Assembly	OGY.8	2018-05-18	2020-05-27
SneiderTamas	member	Népjóléti bizottság tagja	member of the Committee on Social Welfare	org.NB 	2014-06-06	2015-05-11
SneiderTamas	member	Nemzeti összetartozás bizottságának tagja	member of the Committee on cohesion	org.NOB 	2016-09-12	2018-05-07
SneiderTamas	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2020-06-08	2022-05-01
SolteszMiklos	secretaryOfState	egyházi, nemzetiségi és civil társadalmi kapcsolatokért felelős államtitkár	secretary of state for church, nationality, and civil society relations	ministry.Emmi	2014-06-06	2018-05-17
SolteszMiklos	secretaryOfState	egyházi és nemzetiségi kapcsolatokért felelős államtitkár	secretary of state for church and nationality relations	ministry.Min	2018-05-18	2022-05-23
SolteszMiklos	secretaryOfState	egyházi és nemzetiségi kapcsolatokért felelős államtitkár	secretary of state for church and nationality relations	ministry.Min	2022-05-02	
StaudtGabor	member			org.IB	2016-10-10	2019-01-31
StaudtGabor	deputyHead	az Igazságügyi bizottság alelnöke	deputy head of the Judicial Committee	org.IB	2016-10-10	2019-01-31
StaudtGabor	member	az Igazságügyi bizottság tagja	member of the Judicial Committee	org.IB	2015-03-30	2016-10-10
StaudtGabor	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2014-06-06	2018-05-07
SteinerAttila	secretaryOfState	európai uniós ügyekért felelős államtitkár	secretary of state for European Union affairs	ministry.Igazsag	2019-07-01	2021-01-15
SteinerAttila	secretaryOfState	körforgásos gazdaság fejlesztéséért, energia- és klímapolitikáért felelős államtitkár	Secretary of State for the Development of Circular Economy, Energy and Climate Policy	ministry.ITM	2021-01-15	2022-05-23
SteinerAttila	secretaryOfState	körforgásos gazdaság fejlesztéséért, energia- és klímapolitikáért felelős államtitkár	Secretary of State for the Development of Circular Economy, Energy and Climate Policy	ministry.ITM	2022-05-02	
SteinmetzAdam	secretary	jegyző	notary	OGY.8	2020-06-29	2022-05-01
StummerJanos	head	Nemzetbiztonsági bizottság elnöke	head of the Committee on National Security	org.NVedB 	2019-12-11	2022-05-01
StummerJanos	member			org.NVedB 	2019-12-11	2022-05-01
StummerJanos	secretary	korjegyző	junior notary	OGY.8	2018-05-18	2018-05-18
StummerJanos	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2018-05-18	2020-03-09
SuliJanos	minister	a paksi atomerőmű bővítéséért felelős tárca nélküli miniszter	minister without portfolio responsible for the expansion of the Paks nuclear power plant	GOV.10	2017-04-10	2018-05-17
SuliJanos	minister	a paksi atomerőmű bővítéséért felelős tárca nélküli miniszter	minister without portfolio responsible for the expansion of the Paks nuclear power plant	GOV.11	2018-05-18	2022-05-23
SuliJanos	member			GOV.10	2017-04-10	2018-05-17
SuliJanos	member			GOV.11	2018-05-18	2022-05-23
SuliJanos	secretaryOfState	paksi atomerőmű bővítésért felelős államtitkár	secretary of state for the capacity increase of the Paks nuclear powerplant	GOV.12	2022-05-24	
SulyokTamas	deputyHead	az alkotmánybíróság elnökhelyettese	deputy head of the Constitutional Court	org.AB	2015-04-01	2016-04-21
SulyokTamas	head	az alkotmánybíróság elnöke	head of the Constitutional Court	org.AB	2016-04-22	
SulyokTamas	member	alkotmánybíró	constitutional judge	org.AB	2014-09-27	
SzabadiIstvan	deputyHead	Kulturális bizottság alelnöke	deputy head of the Committee on Culture	org.KultB  	2022-05-02	
SzabadiIstvan	member			org.KultB  	2022-05-02	
SzabadiIstvan	member	Törvényalkotási Bizottság tag	member of the Committee on Legislation	org.TB   	2022-05-02	
SzaboIstvan	secretaryOfState	honvédelmi államtitkár	secretary of state for national defense	ministry.Hon	2018-05-18	2022-05-23
SzaboLaszlo	secretaryOfState	Külgazdasági és Külügyminisztérium parlamenti államtitkára	parliamentary secretary of state for Ministry of Foreign Affairs and Trade	ministry.Kul	2014-06-06	2018-05-17
SzabolcsAttila	deputyHead	Nemzeti összetartozás bizottságának alelnöke	deputy head of the Committee on Cohesion	org.NOB 	2014-06-06	2018-05-07
SzabolcsAttila	member			org.NOB 	2014-06-06	2018-05-07
SzabolcsAttila	member	Költségvetési bizottság tagja	member of the Committee on Budget	org.KB	2014-07-01	2018-05-07
SzaboRebeka	deputyHead	Fenntartható Fejlődés Bizottsága alelnök	deputy head of the Committee on Sustainable Development	org.FFB  	2022-05-02	
SzaboRebeka	member			org.FFB  	2022-05-02	
SzaboSandor	deputyHead	Mentelmi bizottság alelnöke	deputy head of the Committee on Immunity	org.MB 	2014-09-15	2018-05-07
SzaboSandor	member			org.MB 	2014-09-15	2018-05-07
SzaboSandor	member	Igazságügyi bizottság	member of the Committee on Justice	org.IB	2014-06-06	2014-09-15
SzaboSandor	member	Mentelmi bizottság tagja	member of the Committee on Immunity	org.MB 	2018-05-18	2022-05-01
SzaboSandor	secretary	jegyző	notary	OGY.8	2018-05-18	2022-05-01
SzaboSandor	secretary	jegyző	notary	OGY.9	2022-05-02	
SzaboSzabolcs	member	Igazságügyi bizottság tagja	member of the Committee on Justice	org.IB	2022-05-02	
SzaboSzabolcs	member	Kulturális bizottság tagja	member of the Committee on Culture	org.KultB	2018-10-15	2022-05-01
SzaboSzabolcs	member	Kulturális bizottság tagja	member of the Committee on Culture	org.KultB	2014-06-06	2018-05-07
SzaboSzabolcs	member	Kulturális bizottság tagja	member of the Committee on Culture	org.KultB	2018-05-18	2018-10-02
SzaboSzabolcs	member	Kulturális bizottság tagja	member of the Committee on Culture	org.KultB	2022-05-02	
SzaboTimea	member	Népjóléti bizottság tagja	member of the Committee on Social Welfare	org.NB 	2014-06-06	2018-05-07
SzaboTimea	member	Népjóléti bizottság tagja	member of the Committee on Social Welfare	org.NB 	2018-05-18	2022-05-01
SzaboTimea	member	Népjóléti bizottság tagja	member of the Committee on Social Welfare	org.NB 	2022-05-02	
SzaboTunde	secretaryOfState	sportért felelős államtitkár	secretary of state for sport	ministry.Emmi	2014-06-06	2022-05-23
SzaboZsolt	deputyHead	Törvényalkotási bizottság alelnöke	deputy head of the Committee on Legislation	org.TB	2014-06-06	2014-06-02
SzaboZsolt	member	Költségvetési bizottság tagja	member of the Committee on Budget	org.KB	2018-06-04	2022-05-01
SzaboZsolt	member	Költségvetési bizottság tagja	member of the Committee on Budget	org.KB	2022-05-02	2022-07-12
SzaboZsolt	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2014-06-06	2014-06-18
SzaboZsolt	member	Vállalkozásfejlesztési bizottság tagja	member of the Committee on Business Development	org.VB 	2022-06-08	
SzaboZsolt	secretaryOfState	Nemzeti Fejlesztési Minisztérium parlamenti államtitkára	parliamentary secretary of state for the Ministry of National Development	ministry.NFM	2014-06-15	2018-05-17
SzajerJozsef	member	európai parlamenti képviselő	MEP	EP	2004	2020-11-29
SzakacsLaszlo	member	Költségvetési bizottság tagja	member of the Committee on Budget	org.KB	2014-06-06	2022-05-01
SzalayneDrSandorErzsebet	ombudsman	Magyarországon élő nemzetiségek jogainak védelmét ellátó biztoshelyettes	deputy ombudsman for the Protection of the Rights of Nationalities Living in Hungary	OGY	2013-10-21	
SzanyiTibor	member	európai parlamenti képviselő	MEP	EP	2014-05-25	2019-05-25
SzaszfalviLaszlo	member			org.KultB	2014-06-06	2014-06-10
SzaszfalviLaszlo	member			org.NOB 	2018-05-18	2022-05-01
SzaszfalviLaszlo	member			org.NOB 	2022-05-02	
SzaszfalviLaszlo	deputyHead	Kulturális bizottság alelnöke	deputy head of the Committee on Culture	org.KultB	2014-06-06	2014-06-10
SzaszfalviLaszlo	deputyHead	Nemzeti összetartozás bizottságának alelnöke	deputy head of the Committee on Cohesion	org.NOB 	2014-06-23	2018-05-07
SzaszfalviLaszlo	deputyHead	Nemzeti összetartozás bizottságának alelnöke	deputy head of the Committee on Cohesion	org.NOB 	2018-05-18	2022-05-01
SzaszfalviLaszlo	deputyHead	Nemzeti összetartozás bizottságának alelnöke	deputy head of the Committee on Cohesion	org.NOB 	2022-05-02	
SzaszfalviLaszlo	member	Fenntartható fejlődés bizottságának tagja	member of the Committee on Sustainable Development	org.FFB	2018-05-18	2022-05-01
SzaszfalviLaszlo	member	Nemzeti összetartozás bizottságának tagja	member of the Committee on Cohesion	org.NOB 	2014-06-06	2018-05-07
SzatmaryKristof	member			org.VB 	2014-06-07	2018-05-07
SzatmaryKristof	member			org.VB 	2018-05-18	2022-05-01
SzatmaryKristof	member			org.VB 	2022-05-02	
SzatmaryKristof	deputyHead	Vállalkozásfejlesztési bizottság alelnöke	deputy head of the Committee for Business Development	org.VB 	2014-06-07	2018-05-07
SzatmaryKristof	deputyHead	Vállalkozásfejlesztési bizottság alelnöke	deputy head of the Committee for Business Development	org.VB 	2018-05-18	2022-05-01
SzatmaryKristof	deputyHead	Vállalkozásfejlesztési bizottság alelnöke	deputy head of the Committee for Business Development	org.VB 	2022-05-02	
SzatmaryKristof	member	Gazdasági bizottság tagja	member of the Committee on Economics	org.GB 	2018-05-18	2022-05-01
SzatmaryKristof	member	Gazdasági bizottság tagja	member of the Committee on Economics	org.GB 	2022-05-02	
SzatmaryKristof	secretaryOfState	gazdaságszabályozásért felelős államtitkár	secretary of state for economy regulation	ministry.NGM	2014-06-06	2014-05-25
SzavayIstvan	member	Igazságügyi bizottság tagja	member of the Committee on Justice	org.IB	2014-06-06	2015-03-30
SzavayIstvan	member	Nemzeti összetartozás bizottságának tagja	member of the Committee on Cohesion	org.NOB 	2014-06-06	2018-05-07
SzavayIstvan	member	Nemzeti összetartozás bizottságának tagja	member of the Committee on Cohesion	org.NOB 	2018-05-18	2019-01-31
SzavayIstvan	secretary	jegyző	notary	OGY.7	2016-09-12	2018-05-07
SzekelyLaszlo	ombudsman	alapvető jogok biztosa	ombudsman for fundamental rights	OGY	2013-09-26	2019-09-26
SzekelySandor	member	Gazdasági bizottság tagja	member of the Committee on Economics	org.GB 	2018-05-18	2018-12-21
SzekelySandor	member	Gazdasági bizottság tagja	member of the Committee on Economics	org.GB 	2019-02-18	2022-05-01
SzelBernadett	member	Európai ügyek bizottságának tagja	member of the Committee on European Affairs	org.EUB 	2018-10-15	2022-05-01
SzelBernadett	member	Nemzetbiztonsági bizottság tagja	member of the Committee on National Security	org.NVedB 	2014-06-06	2018-10-02
SzelenyiZsuzsanna	member	Költségvetési bizottság tagja	member of the Committee on Budget	org.KB	2014-06-19	2018-05-07
SzijjartoPeter	minister	külgazdasági és külügyminiszter	minister of foreign trade and foreign affairs	GOV.10	2014-09-23	2018-05-17
SzijjartoPeter	member			GOV.10	2014-09-23	2018-05-17
SzijjartoPeter	head	külgazdasági és külügyminiszter	minister of foreign trade and foreign affairs	ministry.Kul	2014-09-23	2018-05-17
SzijjartoPeter	member			ministry.Kul	2014-09-23	2018-05-17
SzijjartoPeter	minister	külgazdasági és külügyminiszter	minister of foreign trade and foreign affairs	GOV.11	2018-05-18	2022-05-23
SzijjartoPeter	member			GOV.11	2018-05-18	2022-05-23
SzijjartoPeter	head	külgazdasági és külügyminiszter	minister of foreign trade and foreign affairs	ministry.Kul	2018-05-18	2022-05-23
SzijjartoPeter	member			ministry.Kul	2018-05-18	2022-05-23
